2026-03-22 00:16:14 | INFO     | [CONNECT] Starting connection...

================================================================================
WebSocket Connection Log
Connection ID: websocket_6854882e1963
Connection Type: websocket
User: 94736c7d-e00e-4df7-826b-cfeb4699f225
Created: 2026-03-22T00:16:14.944992
Log File: 94736c7d-e00e-4df7-826b-cfeb4699f225.log
================================================================================

[2026-03-22T00:16:14.945375] [INIT] Iniciando conexão
  Data: {"ssid_preview": "42[\"auth\",{\"session\":\"1mjc8git...", "is_demo": true, "user_name": "94736c7d-e00e-4df7-826b-cfeb4699f225", "persistent": false}
2026-03-22 00:16:16 | INFO     | [RECV] {'raw': '451-["updateAssets",{"_placeholder":true,"num":0}]'}
2026-03-22 00:16:16 | INFO     | [PAYOUT] #AAPL: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #AAPL_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #AXP: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #AXP_otc: 80%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #BA: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #BA_otc: 61%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #CSCO: 45%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #CSCO_otc: 20%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #FB: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #FB_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #INTC: 25%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #INTC_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #JNJ: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #JNJ_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #JPM: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #MCD: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #MCD_otc: 39%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #MSFT: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #MSFT_otc: 70%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #PFE: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #PFE_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #TSLA: 50%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #TSLA_otc: 85%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #XOM: 45%
2026-03-22 00:16:16 | INFO     | [PAYOUT] #XOM_otc: 52%
2026-03-22 00:16:16 | INFO     | [PAYOUT] 100GBP: 45%
2026-03-22 00:16:16 | INFO     | [PAYOUT] 100GBP_otc: 45%
2026-03-22 00:16:16 | INFO     | [PAYOUT] ADA-USD_otc: 33%
2026-03-22 00:16:16 | INFO     | [PAYOUT] AEDCNY_otc: 92%
2026-03-22 00:16:16 | INFO     | [PAYOUT] AEX25: 45%
2026-03-22 00:16:16 | INFO     | [PAYOUT] AMD_otc: 70%
2026-03-22 00:16:16 | INFO     | [PAYOUT] AMZN_otc: 90%
2026-03-22 00:16:16 | INFO     | [PAYOUT] AUDCAD: 50%
